time,T_core0,IPC_core0,F_core0,P_core0,Energy_Per_Instruction_core0,Cdyn_core0
204232725456750,45.56649585114499,0.007792500217082862,4.0,0.12375880731590831,2.372536671927788e-07,4.874122796735515e-12
204234725456750,45.565932430578535,0.0,4.0,0.09568372317289109,2.3920930793337007e-07,0.0
204236725456750,45.565063354269476,0.0,4.0,0.09568351187457652,2.392087796841839e-07,0.0
204238727956749,45.56419416544168,0.0,4.0,0.09568330056157957,2.3920825140433556e-07,0.0
204240727956750,45.56332540705472,0.0,4.0,0.09568308936589003,2.3920772341586727e-07,0.0
204242727956750,45.562457621261686,0.0,4.0,0.09568287841927837,2.3920719604933827e-07,0.0
204244730456750,45.5615897231177,0.0,4.0,0.09568266745799028,2.392066686419669e-07,0.0
204246731214242,45.560725431128205,0.0,3.6500000000000004,0.09110606763352515,2.334212957396264e-07,0.0
204248734244545,45.55946126085148,0.0,3.3000000000000003,0.06711663787591748,2.033837511361887e-07,0.0
204250737274848,45.55802204281157,0.0,3.3000000000000003,0.06711631726833756,2.033827795980675e-07,0.0
204252740305151,45.556583538872026,0.0,3.3000000000000003,0.06711599685164715,2.033818086383997e-07,0.0
204254743335454,45.55514574867897,0.0,3.3000000000000003,0.06711567662571713,2.0338083825679324e-07,0.0
204256746365756,45.55370867187912,0.0,3.3000000000000003,0.0671153565904183,2.033798684528581e-07,0.0
204258746365757,45.55227339426787,0.0,3.3000000000000003,0.06711503698746568,2.0337889996298857e-07,0.0
204260746365757,45.55083991405626,0.0,3.3000000000000003,0.06711471781634683,2.033779327777801e-07,0.0
204262755457000,45.5494614701978,0.0,1.0,0.04570678840400712,1.8103952888133992e-07,0.0
204264755457000,45.546721065615955,0.0,1.0,0.014971042547387436,1.4971042547458921e-07,0.0
204266765457000,45.54424156172602,0.0,1.0,0.014970601072872753,1.4970601072755843e-07,0.0
204268765457000,45.54176329050278,0.0,1.0,0.014970159893238511,1.4970159893309988e-07,0.0
204270775457000,45.53928625338451,0.0,1.0,0.014969719008740608,1.4969719008623695e-07,0.0
204272775457000,45.53681044770958,0.0,1.0,0.014969278418654662,1.4969278418726154e-07,0.0
204274775457000,45.53434204387723,0.0,1.0,0.01496883922074186,1.4968839220813328e-07,0.0
204276785457000,45.53186869925726,0.0,1.0,0.014968399218778954,1.4968399218662045e-07,0.0
204278785457000,45.52939658424959,0.0,1.0,0.01496795951052758,1.4967959510599038e-07,0.0
204280785457000,45.52693186005503,0.0,1.0,0.014967521191552194,1.4967521191623664e-07,0.0
204282795457000,45.52446220244267,0.0,1.0,0.014967082070024975,1.496708206990809e-07,0.0
204284795457000,45.521993772613875,0.0,1.0,0.014966643241510827,1.4966643241582297e-07,0.0
204286805457000,45.51952657200144,0.0,1.0,0.014966204706264375,1.49662047061475e-07,0.0
204288805457000,45.51706059795418,0.0,1.0,0.014965766463566127,1.4965766463637583e-07,0.0
204290805457000,45.514601996368064,0.0,1.0,0.01496532960532983,1.496532960540129e-07,0.0
204292815457000,45.51213847362672,0.0,1.0,0.014964891947032436,1.4964891946915574e-07,0.0
204294816022000,45.50974832575491,0.012382998917443587,1.0,0.0208237532139032,1.4675284200296798e-07,7.566226651302555e-12
204296816022000,45.507321804545455,0.0,1.0,0.014964036454213953,1.4964036454285397e-07,0.0
204298826022000,45.50486190416807,0.0,1.0,0.014963599658867162,1.496359965875029e-07,0.0
204300826022000,45.50240322673546,0.0,1.0,0.014963163154689813,1.4963163154761258e-07,0.0
204302826022000,45.49995189995831,0.0,1.0,0.014962728029264965,1.496272802933641e-07,0.0
204304836022000,45.497495666595945,0.0,1.0,0.014962292106734896,1.4962292106618048e-07,0.0
204306836022000,45.49504065435972,0.0,1.0,0.014961856474683115,1.496185647475457e-07,0.0
204308836022000,45.49231322722597,0.0,2.5,0.06000572634052224,2.016816823957342e-07,0.0
204310838521999,45.49134264808904,0.0,4.0,0.09566563422233093,2.3916408555621406e-07,0.0
204312838522000,45.4905099757399,0.0,4.0,0.09566543281390741,2.391635820359107e-07,0.0
204314838522000,45.489678235606,0.0,4.0,0.09566523164252315,2.391630791074503e-07,0.0
204316841022000,45.488846387808266,0.0,4.0,0.09566503045664689,2.391625761386096e-07,0.0
204318843522000,45.488014432828955,0.0,4.0,0.09566482925639659,2.3916207314137793e-07,0.0
204320846021999,45.48718289021594,0.0,4.0,0.09566462816741367,2.391615704189219e-07,0.0
204322846022000,45.48635227840156,0.0,4.0,0.09566442731504003,2.3916106828874203e-07,0.0
204324853521999,45.48557767290824,0.0,2.5,0.08948475873967902,2.3213123535124287e-07,0.0
204326853522000,45.48348348813349,0.0,1.0,0.01495980669323821,1.4959806693097046e-07,0.0
204328853522000,45.48104155175923,0.0,1.0,0.014959373800022683,1.4959373800094107e-07,0.0
204330863522000,45.47859472760706,0.0,1.0,0.014958940113511758,1.495894011339493e-07,0.0
204332863522000,45.476149119914524,0.0,1.0,0.01495850671571006,1.495850671578148e-07,0.0
204334863522000,45.473710823818834,0.0,1.0,0.01495807468646258,1.4958074686533995e-07,0.0
204336873522000,45.47126764723602,0.0,1.0,0.014957641865394842,1.4957641865278036e-07,0.0
204338873522000,45.46882568530381,0.0,1.0,0.014957209332352277,1.495720933242371e-07,0.0
204340873522000,45.46639102407316,0.0,1.0,0.014956778165025688,1.4956778165097095e-07,0.0
204342880203999,45.46398173268332,0.0018866840500287268,1.0,0.015871440473495015,1.483737360774391e-07,1.1816747690811862e-12
204344880204000,45.461558588241466,0.0,1.0,0.014955922577358251,1.4955922577217132e-07,0.0
204346880204000,45.45912753392652,0.0,1.0,0.014955492264572531,1.495549226464395e-07,0.0
204348890204000,45.456691613628074,0.0,1.0,0.01495506116289829,1.4955061162781498e-07,0.0
204350890204000,45.454256904381424,0.0,1.0,0.014954630347891075,1.4954630347962494e-07,0.0
204352890204000,45.451829474161734,0.0,1.0,0.014954200892962018,1.4954200893033417e-07,0.0
204354900204000,45.44939718521707,0.0,1.0,0.014953770650610175,1.4953770650493396e-07,0.0
204356900204000,45.447352009656335,0.0,4.0,0.0900473429741268,2.3399505314285222e-07,0.0
204358900204000,45.44659394468577,0.0,4.0,0.09565482670074253,2.3913706674959944e-07,0.0
204360902703999,45.445783438979014,0.0,4.0,0.09565463125827528,2.39136578146075e-07,0.0
204362902704000,45.44497333468375,0.0,4.0,0.0956544359235225,2.3913608980994784e-07,0.0
204364902704000,45.444164137350036,0.0,4.0,0.09565424081836006,2.3913560204704214e-07,0.0
204366905204000,45.44335483528275,0.0,4.0,0.09565404569884202,2.391351142440978e-07,0.0
204368907704000,45.442545428951355,0.0,4.0,0.09565385056508285,2.391346264130937e-07,0.0
204370910203999,45.44173642382194,0.0,4.0,0.09565365553893594,2.3913413884772675e-07,0.0
204372915204000,45.44076086413098,0.0,1.0,0.057960671648407514,1.9694320322124338e-07,0.0
204374925204000,45.438051335149865,0.0,1.0,0.014951764661211502,1.4951764661094736e-07,0.0
204376925204000,45.43562590093571,0.0,1.0,0.014951336038899364,1.4951336038970745e-07,0.0
204378935204000,45.43320167457833,0.0,1.0,0.014950907701771697,1.495090770165494e-07,0.0
204380935204000,45.4307786534728,0.0,1.0,0.014950479649130188,1.495047964920158e-07,0.0
204382935204000,45.42836287646414,0.0,1.0,0.014950052947504764,1.4950052947576143e-07,0.0
204384945204000,45.42594226406929,0.0,1.0,0.014949625463163063,1.4949625463046314e-07,0.0
204386945204000,45.423522855133854,0.0,1.0,0.014949198262635499,1.494919826270687e-07,0.0
204388945204000,45.42111067950032,0.0,1.0,0.014948772410329283,1.494877241040066e-07,0.0
204390955204000,45.418693675693234,0.0,1.0,0.014948345776759346,1.4948345776642596e-07,0.0
204392955204000,45.41627787355582,0.0,1.0,0.014947919426333374,1.494791942640475e-07,0.0
204394965204000,45.41386327448997,0.0,1.0,0.014947493359298998,1.4947493359182272e-07,0.0
204396968779000,45.41193521758502,0.07793941542579898,1.0,0.052996254089724845,1.4583505375333053e-07,4.9133653668915356e-11
204398968779000,45.40959004753511,0.0,1.0,0.014946739502758197,1.494673950282957e-07,0.0
204400968779000,45.40718478740878,0.0,1.0,0.014946315279264077,1.4946315279335437e-07,0.0
204402973064762,45.40459557615357,0.0,1.55,0.02432491998979488,1.5711069053283756e-07,0.0
204404973064762,45.4026855122917,0.0,2.1,0.03443067979946837,1.6395561809115925e-07,0.0
204406977826666,45.40067088879036,0.0,2.1,0.034430288315684086,1.6395375390359883e-07,0.0
204408982588571,45.39865487178985,0.0,2.1,0.03442989661557529,1.6395188858363275e-07,0.0
204410987350476,45.396639857095714,0.0,2.1,0.03442950516465185,1.6395002461296915e-07,0.0
204412992112381,45.394625844211156,0.0,2.1,0.034429113962728415,1.6394816174666662e-07,0.0
204414996874285,45.392612832638925,0.0,2.1,0.03442872300961987,1.639463000651968e-07,0.0
204417001636190,45.39060082188224,0.0,2.1,0.034428332305141016,1.6394443948632958e-07,0.0
204419004017000,45.388616080368415,0.0,1.0,0.02097603002475161,1.5359601510682186e-07,0.0
204421004017000,45.38607107622721,0.0,1.0,0.014942594405896221,1.4942594405967573e-07,0.0
204423014017000,45.38367150779818,0.0,1.0,0.01494217187246059,1.49421718723439e-07,0.0
204425014017000,45.38127313239085,0.0,1.0,0.014941749618943966,1.4941749619015312e-07,0.0
204427014017000,45.37888192742602,0.0,1.0,0.014941328697430306,1.4941328697501644e-07,0.0
204429024017000,45.37648593628689,0.0,1.0,0.014940907003092193,1.4940907002975497e-07,0.0
204431024017000,45.37409113639515,0.0,1.0,0.014940485588013995,1.4940485588085332e-07,0.0
204433024017000,45.37170349626036,0.0,1.0,0.014940065502191133,1.4940065502262472e-07,0.0
204435034017000,45.36931107709078,0.0,1.0,0.014939644644975244,1.493964464485856e-07,0.0
204437034017000,45.366919847396694,0.0,1.0,0.014939224066362103,1.4939224066433418e-07,0.0
204439044017000,45.36452980856582,0.0,1.0,0.014938803766596086,1.4938803766479406e-07,0.0
204441044017000,45.36214095802978,0.0,1.0,0.014938383744995365,1.4938383745066692e-07,0.0
204443044017000,45.359759249470805,0.0,1.0,0.014937965048084123,1.493796504815545e-07,0.0
204445054017000,45.35737277375646,0.0,1.0,0.014937545582159543,1.493754558204289e-07,0.0
204447054017000,45.35498748456962,0.0,1.0,0.01493712639374621,1.493712639381753e-07,0.0
204449054017000,45.352609326716575,0.0,1.0,0.01493670852729271,1.4936708527364038e-07,0.0
204451064017000,45.35022640881931,0.0,1.0,0.014936289893249207,1.4936289893132568e-07,0.0
204453064017000,45.3478446756847,0.0,1.0,0.014935871536064713,1.4935871536136038e-07,0.0
204455074017000,45.34546412869496,0.0,1.0,0.014935453455982363,1.4935453455865723e-07,0.0
204457074017000,45.343084765291785,0.0,1.0,0.014935035652324844,1.4935035652396163e-07,0.0
204459074017000,45.34071251551288,0.0,1.0,0.014934619166091298,1.49346191661626e-07,0.0
204461084017000,45.338335517522005,0.0,1.0,0.014934201914633951,1.4934201914517311e-07,0.0
204463084017000,45.33595970135721,0.0,1.0,0.014933784938952303,1.4933784939023604e-07,0.0
204465084017000,45.33359098821562,0.0,1.0,0.01493336927798291,1.4933369278054224e-07,0.0
